city,borough,title,foundry,fabricator,primary_architect_first,landscape_architect_last,artwork_type1,location_name,landscape_architect_middle,lot,date_created_approximation,primary_artist_first,date_dedicated,date_dedicated_approximation,secondary_artist_first,inscription,pdc_records,secondary_artist_last,material,subject_keyword,primary_architect_middle,date_created,landscape_architect_first,primary_artist_last,block,secondary_architect_last,address,secondary_architect_middle,artwork_type2,alternate_title,secondary_architect_first,latitude,state
New York,Manhattan,Alexander von Humboldt,"Georg Howaldt & Sohn, Braunschweig",,,,"Bust, pedestal",Central Park,,1.0,N,Gustav,1869,N,,South side of bust:  GUST.BLAESER Fec. / Berlin 1869 North side of bust: GEORG HOWALDT & SOHN geg. / Braunschweig 1869 Bottom front of bust: ALEXANDER VON HUMBOLDT,"3911, 4354",,"Bronze, granite","Scientist, Explorer, Inventor",,1869,,Bläser,1111,,Central Park West and 77th Street,,Monument/Memorial,,,40.779486,NY
New York,Manhattan,John Purroy Mitchel Memorial Flagstaff (2),Tiffany Studios,,Raffaele,,Flagstaff base,New York Public Library,,1.0,N,,1912,N,,Flagstaff (north): TO COMMEMORATE / JOHN PURROY MITCHEL / MAYOR / 1913 - 1917; Flagstaff (south): IN HONOR OF / MAJOR JOHN PURROY MITCHEL / DIED IN SERVICE / 1918,"208, 2039",,Bronze,"Mayor, Politician, Veteran, War, World War I",,1912,,,1257,Menconi,476 5th Avenue,,Monument/Memorial,,Francesco,40.753355,NY
New York,Manhattan,Alexander Lyman Holley,,,Thomas,,Statue,Washington Square Park,,1.0,N,John,1890,N,,"HOLLEY /---/ BORN IN LAKEVILLE / CONN., JULY 20TH 1832 / DIED IN BROOKLYN, N.Y. / JANUARY 29TH, 1882 [---] IN HONOR OF / ALEXANDER LYMAN HOLLEY / FOREMOST AMONG THOSE / WHOSE GENIUS AND ENERGY / ESTABLISHED IN AMERICA / AND IMPROVED /THROUGHOUT THE WORLD / THE MANUFACTURE OF / BESSEMER STEEL / THIS MEMORIAL IS ERECTED / BY ENGINEERS / OF TWO HEMISPHERES",1425,,Bronze on limestone,"Inventor, Engineer",,1889,,Ward,549,,Fifth Avenue and Washington Place,,Monument/Memorial,Holley Memorial,,40.731133,NY
Rockaway Park,Queens,Flight 587 Memorial,,,,,Memorial wall,,,,N,Freddy,2006,N,,"Lintel: AFTERWARDS I WANT ONLY PEACE / -PEDRO MIR /

Main inscription:
ON NOVEMBER 12, 2001: AMERICAN AIRLINES FLIGHT 587 DEPARTED JFK INTERNATIONAL AIRPORT EN / ROUTE TO THE DOMINICAN REPUBLIC. AT 9:16 AM, SECONDS AFTER TAKE OFF, THE JET CRASHED INTO / THE COMMUNITY OF BELLE HARBOR KILLING ALL 260 PASSENGERS AND CREW AND FIVE BELLE HARBOR / RESIDENTS. PEOPLE FROM FRANCE, HAITI, ISRAEL, TAIWAN, THE UNITED KINGDOM, AND THE UNITED / STATES AND PUERTO RICO WERE ON THE FLIGHT YET THE MAJORITY WERE OF DOMINICAN DESCENT / TRAVELING TO THEIR HOMELAND OR RETURNING FROM VISITING FAMILY. THE PLANE STRUCK THE / GROUND AT THE INTERSECTION OF BEACH 131ST STREET AND NEWPORT AVENUE WHERE MEMBERS OF THE / FIRE AND POLICE DEPARTMENTS (MANY OF THEM OFF DUTY) AND NUMEROUS VOLUNTEERS RUSHED / TO THE SCENE. DESPITE THEIR HEROIC EFFORTS, THE CRASH OF FLIGHT 587 STANDS TO DATE AS THE / SECOND LARGEST AVIATION TRAGEDY IN U.S. HISTORY. ALL NEW YORKERS WERE DEVASTATED BY THIS / TERRIBLE EVENT, OCCURRING ONLY TWO MONTHS AND A DAY AFTER THE WORLD TRADE CENTER ATTACK. / THE COMMUNITIES OF WASHINGTON HEIGHTS AND BELLE HARBOR WERE UNIQUELY AFFECTED. MANY OF / THE PASSENGERS LIVED IN AND AROUND WASHINGTON HEIGHTS. BELLE HARBOR WAS HOME TO MANY / POLICE OFFICERS AND FIREFIGHTERS WHO LOST THEIR LIVES ON 9/11. THESE COMMUNITIES, TOGETHER / WITH THE FAMILIES OF THE VICTIMS AND THE CITY OF NEW YORK HAVE CREATED THIS MONUMENT TO / HONOR THOSE WHO PERISHED AND ENSURE THAT WE NEVER FORGET THOSE WE HAVE LOVED AND LOST. /

EL 12 DE NOVIEMBRE DEL 2001, EL VUELO 587 DE AMERICAN AIRLINES PARTIÓ DEL AEROPUERTO / INTERNACIONAL JFK CON DESTINO A LA REPÚBLICA DOMINICANA. A LAS 9:16 AM, EL AVIÓN SE ESTRELLÓ / EN LA COMUNIDAD DE BELLE HARBOR, DONDE PERECIERON LOS 260 PASAJEROS Y TRIPULACIÓN, Y / CINCO RESIDENTES LOCALES. PERSONAS DE FRANCIA, HAITÍ, ISRAEL, TAIWÁN, EL REINO UNIDO, Y LOS / ESTADOS UNIDOS Y PUERTO RICO SE ENCONTRABAN A BORDO. SIN EMBARGO, LA MAYORÍA ERAN DE / ORIGEN DOMINICANO Y VIAJABAN A SU TIERRA O REGRESABAN A ELLA LUEGO DE HABER VISITADO A / FAMILIARES. EL AVIÓN SE ESTRELLÓ EN LA INTERSECCIÓN DE LA CALLE BEACH 131 Y LA AVENIDA / NEWPORT, DONDE MIEMBROS DEL DEPARTAMENTO DE BOMBEROS Y DE LA POLICÍA (MUCHOS DE ELLOS / LIBRE DE SERVICIO), Y NUMEROSOS VOLUNTARIOS ACUDIERON AL LUGAR DEL ACCIDENTE. A PESAR DE / SU HEROICO ESFUERZO, LA CAÍDA DEL VUELO 587 ES HASTA HOY LA SEGUNDA MAYOR TRAGEDIA DE / AVIACIÓN EN LA HISTORIA DE LOS ESTADOS UNIDOS. TODOS LOS NEOYORQUINOS SE SINTIERON / DEVASTADOS ANTE ESTE TERRIBLE SUCESO OCURRIDO SÓLO DOS MESES Y UN DÍA DESPUÉS DEL ATAQUE / AL WORLD TRADE CENTER. LAS COMUNIDADES DE WASHINGTON HEIGHTS Y BELLE HARBOR FUERON LAS / MÁS AFECTADAS. MUCHOS DE LOS PASAJEROS VIVÍAN EN WASHINGTON HEIGHTS O SUS ALREDEDORES. / BELLE HARBOR ERA EL HOGAR DE MUCHOS AGENTES DE POLICÍA Y BOMBEROS QUE PERDIERON SUS / VIDAS EN EL 11 DE SEPTIEMBRE. ESTAS COMUNIDADES, JUNTO A LAS FAMILIAS DE LAS VÍCTIMAS Y LA / CIUDAD DE NUEVA YORK, HAN CREADO ESTE MONUMENTO PARA CONMEMORAR A AQUELLOS QUE / PERECIERON Y ASEGURAR QUE NUNCA OLVIDAREMOS A QUIENES HEMOS AMADO Y PERDIDO.",2530,,Vermilion granite,Flight 587,,2006,,Rodriguez,,,Beach 116th Street,,Monument/Memorial,,,40.578008,NY
East Elmhurst,Queens,Frank J. McManus,,,,,"Plaque, stele",,,200.0,N,,1975,N,,"A COMMUNITY REMEMBERS / FRANK J. MCMANUS / PFC - US ARMY / DIED IN ACTION / DAU TIENG VIETNAM / MAY 7, 1948 - SEPTEMBER 17, 1968",,,"Bronze, granite","Vietnam War, War",,1975,,,926,,81st Street and Ditmars Boulevard,,Monument/Memorial,,,40.768736,NY
New York,Manhattan,Private Passage,,,,,Sculpture,Clinton Cove at Hudson River Park,,,N,Malcolm,2005,N,,THE STATE OF NEW YORK,6296,,"stainless steel, security glass",Maritime,,2005,,Cochran,,,West 54th Street and Hudson River Greenway,,Artwork,,,40.770982,NY
New York,Manhattan,General José Artigas,"Vignali and Company, 3226 Joaquín Suárez, Montevideo, Uruguay",,Maria,,Statue,Spring Street Park,,,N,José Luis,1987,N,,"Black granite: GEN. JOSE ARTIGAS / 1764 - 1850 Pink granite: NATIONAL HERO OF URUGUAY / PROTECTOR DE LOS PUEBLOS LIBRES Pink granite, black: GIFT FROM THE PEOPLE OF URUGUAY / TO THE PEOPLE OF NEW YORK CITY / JOSE LUIS ZORRILLADE SAN MARTIN, SCULPTOR / MARIA CRISTINA CAOUIAS, ARCHITECT / DEDICATED SEPTEMBER 1997 On plaque: SPECIAL THANKS TO / MINISTERIO DE RELACIONES EXTERIORES DEL URUGUAY / CONSULADO GENERAL DEL URUGUAY - COMISION 25 DE AGOSTO / BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY - UTE / A N T E L - ABAL HNOS. S.A. - KRAFT SUCHARD URUGUAY S.A. / EMPRESAS PHILIP MORRIS EN URUGUAY / CITIBANK MONTIVIDEO - FUNDACION BANCO DE BOSTON / ALICO - BANCO SURINVEST S.A. - ESSO STANDARD OIL CO. URUGUAY S.A. / TEXACO URUGUAY S.A. - METZEN Y SENA S.A. - AMERICAN AIRLINES / J. CASTILLO FLYNN - ATTILION MARICHAL - W.Y.B. CALCAGNO - A.YM. CASTEX / C.S.C. Y D. URUGUAY OSSINING - L. Y M. CORTAZZO - A. Y F. GARET / C. GUENDJIAN - R. GUENDJIAN - J.Y R. MELKISSETIAN - J. Y J. MOREIRA / W. Y M. PASCALE - J. Y M. TUR - FUNDACIONPAEZ VILARO / ANCAP --- SEPT. 24, 1997",5025,,"Bronze, granite","Military, Politician, Independence, Latin American, Uruguay, South America, Latinx",Cristina,1987,,Zorilla de San Martin,,,Sixth Avenue and Dominick Street,,Monument/Memorial,,,40.724926,NY
New York,Manhattan,Tigers,,,Aymar,,Bas-relief,Central Park Zoo,,1.0,N,Frederick,1935,N,,Signed: F.G.R. ROTH,1859,,Indiana limestone,"Animals, WPA",,1935,,Roth,1111,,Central Park Zoo,,Artwork,,,40.767450,NY
New York,Manhattan,Tree of Hope III,,,,,Sculpture,Adam Clayton Powell Jr. Malls,,,N,Algernon,1972,N,,,4004,,Cor-ten steel,"Abstract, African American, Black American, Black History",,1972,,Miller,,,Adam Clayton Powell Boulevard and West 131 Street,,Artwork,,,40.812916,NY
Staten Island,Staten Island,Sundial,,,,,Sculpture,Port Richmond High School,,1.0,N,Robert,1994,N,,,,,"Painted steel, brass paving inserts","Abstract, sundial",,1994,,Adzema,1121,,85 St. Joseph's Avenue,,Artwork,,,40.634662,NY
New York,Manhattan,Time Sculpture,,,,,"Sculpture, clock",Dante Park,,1.0,N,Philip,1999,N,,"Front base: TIME SCULPTURE AT LINCOLN CENTER / BY PHILIP JOHNSON 1998 / GIFT OF YAFFE & GEDALIO GRINBERG
Clock faces (4): MOVADO",3470,,"Bronze, granite",Clock,,1998,,Johnson,1116,,Columbus Avenue and West 63rd Street,,Artwork,,,40.772093,NY
Astoria,Queens,Aristotle,,,Chris,,Statue,Athens Square Park,,1.0,N,George,2008,N,,"ARISTOTLE / A GIFT FROM THE PEOPLE OF / CHALKIDIKI, GREECE / TO THE PEOPLE OF / THE CITY OF NEW YORK / VASILIOS VASILAKIS / GOVERNOR OF CHALKIDIKI / MICHAEL R. BLOOMBERG / MAYOR OF NEW YORK / 2008",3809,,"Bronze, Cold Mountain Green granite","Philosopher, Greek",,2008,,Tsaras,594,,30th Avenue and 30th Street,,Artwork,,,40.767681,NY
Brooklyn,Brooklyn,Father Jerzy Popieluszko Monument,,,,,Sculpture,McCarren Park,,1.0,N,Stanislaw,1990,N,,"(PLAQUE 1)
CONQUER EVIL WITH GOOD / JOHN PAUL II / IN MEMORY OF / FATHER JERZY POPIELUSZKO / 1947 - 1984 / PRIEST, / DEFENDER OF HIS COUNTRY / AND NATIONAL SOLIDARITY, / MARTYR FOR THE TRUTH, / BY THE HANDS OF COMMUNISTS / IN POLAND ON 19 OCTOBER 1984. / POLISH AMERICAN CONGRESS / DOWNSTATE N.Y. DIVISION / 

(PLAQUE 2)
ZLO DOBREM ZWYCIEZAJ / JAN PAWEL II / KU PAMIECI / KS. JERZEGO POPIELUSZKI / 1947 - 1984 / KAPLANA / OBRONCY OJCZYZNY / BOHATERA PRAWDY / I NARODOWEJ SOLIDARNOSCI / ZAMORDOWANEGO OKRUTNIE PRZEZ KOMMUNISTOW. / W DN. 19 PAZDZIERNIKA 1984 R. / W HOLDZIE / KONGRES POLONII AMERYKANSKIEJ / NA DOLNA CZESC STANU NOWEGO YORKU /",580,,Granite,"Religious leader, Polish",,1990,,Lutostanski,2670,,Bedford and Nassau Avenue,,Monument/Memorial,,,40.723111,NY
Staten Island,Staten Island,Joseph Manna,"Hall Monuments, Staten Island",,,,Plaque,Joseph Manna Park,,,N,,1993,N,,"SEAMAN FIRST CLASS / (RADIOMAN) U.S. NAVY / JOSEPH MANNA / 18 YEARS OF AGE / WENT DOWN WITH THE / USS DUNCAN OFF THE / SOLOMON ISLANDS / OCTOBER 11, 1942 /",5554,,"Granite, natural boulder","World War II, War",,1993,,,,,Forest Avenue and Goethals Road North,,Monument/Memorial,,,40.625768,NY
New York,Manhattan,Samuel Finley Breese Morse,M.J. Power Bronze Founder NY,,,,Statue,Central Park,,1.0,N,Byron,1871,N,,MORSE,1336,,"Bronze, granite","Inventor, Artist, Painter",,1870,,Pickett,1111,,Fifth Avenue and East 72nd Street,,Monument/Memorial,,,40.772546,NY
Brooklyn,Brooklyn,Dover Patrol Monument,,,,,Obelisk,John Paul Jones Park,,1.0,N,,1931,N,,"(SIDE 1):
THIS MONUMENT / TO THE DOVER PATROL / ERECTED AS A TRIBUTE TO THE / COMRADSHIP AND SERVICE OF THE / AMERICAN NAVAL FORCES / IN EUROPE / DURING THE WORLD WAR. / MONUMENTS OF IDENTICAL DESIGN AT / DOVER ENGLAND--CAP BLANC NEZ FRANCE--NEW YORK, NY. / ERECTED FORM FUNDS PROVIDED BY PUBLIC SUBSCRIPTION / IN GREAT BRITAIN /

(SIDE 2)
TO THE GLORY OF GOD / AND IN EVERLASTING / REMEMBERANCE OF / THE DOVER PATROL / 1914-1919 / THEY DIED THAT WE MIGHT LIVE / MAY WE BE / WORTHY OF THEIR SACRIFICE /

(SIDE 3)
193",1679,,Granite,"United States Navy, World War I, War",,1931,,,6140,,Fort Hamilton Parkway and Shore Road,,Monument/Memorial,,,40.611429,NY
Queens Village,Queens,Queens Village-Bellerose Memorial,,,Harvey,,Stele,Queens Village Veterans Plaza,,25.0,N,,1949,N,,North side: 1941 --- 1945 / ERECTED BY THE CITIZENS OF QUEENS VILLAGE-BELLEROSE / IN HONOR AND MEMORY / TO THOSE WHO SERVED / IN WORLD WAR II / South side: THESE MEN DIED TO KEEP YOU LIVING WITHOUT FEAR / [162 names] / KOREA / 1950 - 1955 / [3 names] / VIETNAM / 1961 - 1975 / [19 names],2752,,"Barre granite, brick","World War II, War",,1949,,,10771,,Jamaica Avenue and Springfield Boulevard,,Monument/Memorial,,,40.717999,NY
New York,Manhattan,Major General Frederick D. Grant,,,Aymar,,"Flagstaff, plaque",Riverside Park,,100.0,N,,1939,N,,IN MEMORIAM / FRED'K D. GRANT / ELDEST SON OF U.S. GRANT / VICKSBURG 1863 -VIRGINIA 1864-5 / MAJOR GENERAL U.S.A. MINISTER TO AUSTRIA./ MAJOR GENERAL U.S.A. MINISTER TO AUSTRIA. MEMBER GRANT MONUMENT ASSOCIATION 1908-1912 /,,,"Granite, bronze","Politician, Military, Armed Forces, Public servant, Spanish-American War, War",,1939,,,1897,,Riverside Drive and West 122nd Street,,Monument/Memorial,,,40.81320638,NY
Staten Island,Staten Island,Reinhard E. Kaltenmeier,,,,,Plaque,Reinhard E. Kaltenmeier Playground,,28.0,Y,,1936,N,,IN MEMORY OF / REINHARD E. KALTENMEIER / ALDERMAN SHERIFF/ THIS PLAYGROUND IS DEDICATED / 1936 /,,,Bronze,"Politician, public servant, Board of Alderman, Sheriff",,1936,,,2848,,Virginia Avenue and Anderson Street,,Monument/Memorial,,,40.614861,NY
Brooklyn,Brooklyn,Emily Warren Roebling Memorial Tablet,,,,,Plaque,Brooklyn Bridge,,,N,,1953,N,,"THE BUILDERS OF THE BRIDGE / DEDICATED TO THE MEMORY OF / EMILY WARREN ROEBLING / 1843-1903 / WHOSE FAITH AND COURAGE HELPED HER STRICKEN HUSBAND / COL. WASHINGTON A. ROEBLING, C.E. / 1837-1926 / COMPLETE THE CONSTRUCTION OF THIS BRIDGE / FROM THE PLANS OF HIS FATHER / JOHN A. ROEBLING, C.E. / 1806-1869 / WHO GAVE HIS LIFE TO THE BRIDGE / ""BACK OF EVERY GREAT WORK WE CAN FIND / THE SELF-SACRIFICING DEVOTION OF A WOMAN"" / THIS TABLET ERECTED 1951 BY / THE BROOKLYN ENGINEERS CLUB / WITH FUNDS RAISED BY POPULAR SUBSCRIPTION",389,,Bronze,"Women, Brooklyn Bridge, woman",,1953,,,,,Brooklyn Bridge Promenade,,Monument/Memorial,,,40.704271,NY
Brooklyn,Brooklyn,Argonne-Marine Memorial Oval Marker,,,,,Plaque,Gerritsen Beach Park,,600.0,N,,1971,N,,"DEDICATED ON MAY 30, 1971 / BY THE ARGONNE MARINE PARK / POST NO. 107 OF THE V.F.W. / AND ITS LADIES AUXILIARY / TO THE MEN AND WOMEN / OF THIS COMMUNITY / WHO GAVE THEIR YESTERDAYS / TO INSURE OUR TOMORROWS. /",1516,,Granite,"War, Veterans",,1971,,,8590,,Burnett Street and Veterans Memorial Way,,Monument/Memorial,,,40.599482,NY
Bronx,Bronx,Unionport Memorial,Lavery Granite Co.,,,,"Stele, eternal light",Church Triangle,,80.0,N,John,1924,N,,THIS MONUMENT IS ERECTED / AS A TOKEN OF ESTEEM TO THE / MEN AND WOMEN OF UNIONPORT / WHO SO NOBLY RESPONDED TO / THEIR COUNTRY'S CALL IN THE / WORLD WAR OF / 1914-1918. / TO MAKE THE WORLD SAFE FOR / DEMOCRACY AND WHO THROUGH / GOD'S MERCY WERE SAFELY / RETURNED TO US / IT IS ESPECIALLY DEDICATED TO THE / MEMORY OF THOSE WHO GAVE / THEIR LIVES FOR THIS GREAT CAUSE. / WILLIAM A AGNEW / EDWARD BOERA / JOSEPH J. DALY / GEORGE P. ESSENWANGER / HARRY HOFFMEISTER / CHARLES C. JABURECK / WILLIAM LEMMON / CHARLES A. LINDBLOM / JOHN C. NEWMAN / WILLIAM S. REARDON / GEORGE J. SCHNEIDER / WALTER SOFFEL / THAT THEIR NAMES MAY LIVE / WITH THEIR VALOR.,1102,,"Granite, bronze","World War I, War",,1924,,Boyd,3818,,"Castle Hill Avenue, Watson Avenue, and Cross Bronx Expressway",,Monument/Memorial,,,40.829889,NY
Flushing,Queens,Column of Jerash,,,,,Column,Flushing Meadows Corona Park,,1.0,N,,1964,N,,"THIS COLUMN WAS PRESENTED TO/ THE NEW YORK WORLDS FAIR AND THE CITY OF NEW YORK BY/ HIS MAJESTY KING HUSSEIN / OF THE HASHEMITE KINGDOM OF JORDAN/ ON THE OCCASION / OF JORDAN'S PARTICIPATION IN THE FAIR./ THE COLUMN WAS RECEIVED BY THE HONORABLE ROBERT MOSES, PRESIDENT, / NEW YORK WORLD'S FAIR 1964-1965 CORPORATION./ THIS IS ONE OF MANY COLUMNS IN A TEMPLE ERECTED BY THE ROMANS/IN 120 A.D./ THAT STOOD IN THE ROMAN CITY OF JERASH, JORDAN./ THE COLUMNS ARE KNOWN AS THE WHISPERING COLUMNS OF JERASH.",,,Marble,"1964-65 World's Fair, antiquity",,120,,,2018,,United Nations Avenue South,,Monument/Memorial,Whispering Column of Jerash,,40.746509,NY
New York,Manhattan,Gus Stanley,,,,,Plaque,Highbridge Park,,1.0,N,,1953,N,,THE GUS STANLEY MEMORIAL / THESE TWO TREES PLANTED AND DEDICATED / BY THEIR FRIENDS AND NEIGHBORS / TO THE MEMORY OF / THE FOLLOWING MEN OF 180 STREET WHO GAVE THEIR LIVES IN WORLD WAR II / WOODWARD W. CRAWFORD MILTON G. STATHIS / COSTAS LEKANIDES ANDREW G. SUMAKIS / OLIVER LEON CHARLES WEINSTEIN / STEPHEN OLANCIN EDWARD S. SCHMELZER JR. / VITO A. SCARINGI JOHN WILLIAMS/,1322,,Bronze,"World War II, War",,1953,,,2106,,180th Street and Amsterdam Avenue,,Monument/Memorial,,,40.847373,NY
Brooklyn,Brooklyn,Mowgli Removes a Thorn from a Wolf's Paw,,,Aymar,,Bas-relief,Prospect Park Zoo,,1.0,N,William,1935,N,,,832,,Indiana limestone,"Children, Literary Character, WPA",,1935,,Diederich,1117,,450 Flatbush Avenue,,Artwork,Mowgli Pulls Thorns,,40.665811,NY
New York,Manhattan,Right Reverend Monsignor John P. Chidwick,,,,,Plaque,Central Park,,1.0,N,Charles,1935,N,,"IN MEMORY OF / RT. REV. MSGR. JOHN P. CHIDWICK / CHAPLAIN IN CHIEF / UNITED SPANISH WAR VETERANS / CHAPLAIN, UNITED STATES NAVY, / IN SERVICE ON THE / BATTLESHIP MAINE / AT THE TIME OF HER DESTRUCTION. / DEDICATED BY / THE UNITED SPANISH WAR VETERANS / SEPTEMBER 15, 1935",21,,Bronze,"Spanish American War, War, Veterans, Chaplain, Religious leader",,1935,,Keck,1111,,"Columbus Circle, 59th Street and 8th Avenue",,Monument/Memorial,,,40.768219,NY
New York,Manhattan,Governor Alfred E. Smith Flagstaff,,,,,Flagstaff base,Alfred E. Smith Playground,,160.0,N,Paul,1950,N,,GOVERNOR ALFRED EMANUEL SMITH GREAT AND GOOD FRIEND OF THE CHILDREN,2673,,"Bronze, granite","Politician, public servant, Governor, Irish, Catholic",,1946,,Manship,111,,Catherine Slip and Cherry Street,,Monument/Memorial,,,40.711057,NY
Staten Island,Staten Island,Irish Hunger Monument,Artists Memorial Monuments Inc.,,,,Plaque,Silver Lake Park,,100.0,N,,2002,N,,"“THE FORGOTTEN BURIAL GROUND” / 1849-1858 / HERE LIE THE UNMARKED GRAVES OF IRISH IMMIGRANTS / WHO FLED THE GREAT FAMINE IN SEARCH OF FREEDOM / THOSE WHO ARE BURIED HERE DIED FROM DISEASE, ALONE / AND ISOLATED, IN THE TOMPKINSVILLE QUARANTINE  BEFORE / EVER TASTING FREEDOM. THE 7,000 DEAD, MOST OF WHOM / HAD NO SURVIVORS WHO COULD AFFORD MARKERS / WERE BURIED ANONYMOUSLY / THEY WILL NOT BE FORGOTTEN / 2002",,,"Bronze, natural boulder","Immigration, Irish, Ireland, Great Famine, Irish Potato Famine",,2002,,,239,,"Forest Avenue, Victory Boulevard and Clove Road",,Marker,,,40.622096,NY
Glendale,Queens,Sergeant Edward R. Miller,,,,,"Plaque, stele",,,,Y,,1951,N,,"Stele (center): MILLER SQUARE / DEDICATED TO / SGT. EDWARD R. MILLER / COMPANY B, 26TH REGIMENT / FIRST INFANTRY DIVISION / KILLED IN ACTION / HUERTGEN FOREST, GERMANY / NOVEMBER 22, 1944 / ERECTED BY / SGT. EDW. R. MILLER POST NO. 7336 / VETERANS OF FOREIGN WARS OF U.S. / NOVEMBER 20, 1955

Stele (left): DEDICATED TO ALL / WHO SERVED AND DIED / IN WORLD WARS I AND II / DEDICATED BY / SGT. EDWARD R. MILLER POST #7336 / V.F.W. --- NOV. 11 1981 / AND LADIES AUXILIARY 

Stele (right): DEDICATED TO ALL / WHO SERVED AND DIED / IN KOREA AND VIETNAM / DEDICATED BY / SGT. EDWARD R. MILLER POST #7336 / V.F.W. --- NOV. 11 1981 / AND LADIES AUXILIARY",,,"Bronze, granite","World War I, World War II, Vietnam War, Korean War, War",,1951,,,,,Central Avenue and 73rd Place,,Monument/Memorial,,,40.705529,NY
New York,Manhattan,Gertie A. Gorman Memorial,,,,,Stele,Gorman Park,,48.0,N,C.,1929,N,,GORMAN MEMORIAL PARK / ESTABLISHED AND ENDOWED IN MEMORY OF/ GERTIE A. GORMAN / BY HER DAUGHTER / GERTIE EMILY GORMAN WEBB AND CHARLES WEBB / ACCEPTED BY THE CITY OF NEW YORK / MCMXXIX,1846,,Granite,"Woman, Philanthropist",,1929,,Weimer,2170,,West 189th Street & Wadsworth Terrace,,Monument/Memorial,,,40.855361,NY
New York,Manhattan,Father Demo Square Memorial Flagpole,,,Fernando,,Flagstaff base,Father Demo Square,,,N,,1946,N,,"DEDICATED BY THE ITALIAN AMERICAN / COMMUNITY AND THEIR FRIENDS TO / THE REVEREND ANTONIO DEMO, C.S. / PASTOR OF OUR LADY OF POMPEII / CHURCH FROM 1900 TO 1933 AND / BUILDER OF THE PRESENT CHURCH IN 1926",2588,,Granite,"Religious Leader, Italian",E.,1946,,,,,Sixth Avenue and Bleecker Street,,Monument/Memorial,,,40.730061,NY
Staten Island,Staten Island,The Passage: A Moving Memorial,,,,,Installation,Staten Island Courthouse,,21.0,Y,Mary,2012,N,,,6885,,"Stainless steel, tempered glass","Abstract, Immigration, Immigrants",,2012,,Miss,6,,26 Central Avenue,,Artwork,,,40.641635,NY
Bronx,Bronx,Achilles and Odysseus,,,,,Sculpture,Horizon Juvenile Center,,1.0,N,Tim,2001,N,K.O.S.,,5402,,"Bronze, marble, granite",Mythology,,2001,,Rollins,2276,,560 Brook Avenue,,Artwork,,,40.815477,NY
Bronx,Bronx,Fort Independence Park Tablet,Paul E. Cabaret Co.,,,,Plaque,Fort Independence Park,,25.0,N,,1916,N,,"FORT / INDEPENDENCE PARK / ""KING'S BRIDGE AND THE / HEIGHTS ADJACENT, OF THE / UTMOST IMPORTANCE TO THE / COMMUNICATION BETWEEN / NEW YORK AND THE MAIN / LAND, & TO THE SECURITY OF / THE HUDSON , WERE RECON- / NOITERED BY WASHINGTON / ON HORSE BACK ABOUT JUNE / 16, 1776. BY DIRECTION OF / THE COMMANDER IN CHIEF, / BREAST WORKS WERE THROWN / UP FOR DEFENCE OF THE / BRIDGE, AND AN ADVANCED / WORK (SUBSEQUENTLY CALL- / ED FORT INDEPENDENCE) / WAS BUILT BEYOND IT, ON / THE HILL NEAR THIS SPOT / COMMANDING SPYT DEN DEIVEL CREEK.""",884,,"Bronze, Somesound granite","American Revolutionary War, Colonial, War",,1916,,,3246,,Sedgwick Avenue and Giles Place,,Marker,,,40.881358,NY
Brooklyn,Brooklyn,Mowgli Learns the Law of the Jungle,,,Aymar,,Bas-relief,Prospect Park Zoo,,1.0,N,William,1935,N,,,832,,Indiana limestone,"Children, Literary Character, WPA",,1935,,Diederich,1117,,450 Flatbush Avenue,,Artwork,"The Bear, Baloo, Teaches Mowgli the Law of the Jungle",,40.665726,NY
Brooklyn,Brooklyn,Line of Defense,Talix foundry,,,,Plaque,Prospect Park,,1.0,N,,1987,N,,"LINE OF DEFENSE / AUGUST 27, 1776 / BATTLE OF LONG ISLAND / 175 FEET SOUTH ------ / SITE OF VALLEY GROVE HOUSE / -------150 FEET NORTH","5140, 1096, 1638",,Bronze,"American Revolutionary War, Colonial, War",,1987,,,1117,,Nellie's Lawn,,Marker,,,40.666780,NY
Brooklyn,Brooklyn,Red Hook Stadium Reliefs,,,Aymar,,Bas-relief,Red Hook Park,,1.0,N,,1939,N,,,2081,,Cast Stone,"Sports, athletics, WPA",,1939,,,582,,155 Bay Street,,Artwork,Red Hook Pool Reliefs,,40.672507,NY
Corona,Queens,Joseph J. Lynch and Ferdinand A. Socho Memorial,,,,,"Plaque, plinth",Flushing Meadows Corona Park,,1.0,N,A.,1964,N,,"THIS PLAQUE IS DEDICATED TO THE/ MEMORY OF DETECTIVES/ JOSEPH J. LYNCH AND FERDINAND A. SOCHA / BOMB AND FORGERY SQUAD / WHO WERE KILLED IN THE LINE OF DUTY / WHILE EXAMINING A TIME BOMB TAKEN FROM / THE BRITISH PAVILION OF THE WORLD'S FAIR / IN FLUSHING MEADOW PARK AT 4:45 PM ON / JULY 4, 1940.",,,Bronze,"1939-40 World's Fair, 1964-65 World's Fair, NYPD, Police",,1964,,Beretta,2018,,Avenue of the States,,Monument/Memorial,,,40.745694,NY
Flushing,Queens,Unisphere and Fountain,,,,,"Sculpture, Fountain",Flushing Meadows Corona Park,,1.0,N,Gilmore,1964,N,,,,,"Stainless steel cage, steel mesh, granite, lights",1964-65 World's Fair,,1964,,Clarke,2018,,Unisphere,,Monument/Memorial,,,40.746459,NY
