total_changes,pid,date_reported_as_of,design_start,description,latest_budget_changes,forecast_completion,managing_agency,changes,client_agency,budget_forecast
714.0,1901-03-18,2016-11-01,2016-10-11T00:00:00.000,Replacement of the Esopus & Route 28A Railroad Bridges,3605491.41,2024-12-06,DEP,-50461071.35,DEP,105940085.0
2003.0,1900-04-10,2020-10-01,2003-03-10T00:00:00.000,Repair the bridge superstructure and substructure and install a new concrete-filled steel grid deck.,8046601.0,,DOT,23798213.0,DOT,128041268.0
664.0,1902-03-21,2019-09-01,2017-02-06T00:00:00.000,"Rehabilitation of East 180th Street Bridge over Metro North Railroad, the Bronx",-135001.0,2023-01-14,DOT,4194366.0,DOT,38744944.0
1949.0,1900-12-12,2020-10-01,,,,,DDC,126753576.46,Sanitation,
1448.0,1901-04-20,2023-01-01,2016-07-19T00:00:00.000,"RECONSTRUCTION OF GRAND CONCOURSE FROM E 175 ST TO EAST FORDHAM RD- PHASE 4, BX",0.0,2023-06-13,DDC,57634000.0,Transportation,96108000.0
2846.0,1901-11-26,2022-04-01,2018-11-21T00:00:00.000,"Repair the West 35th Street bridge over Amtrak, Manhattan",-500000.0,2030-12-10,DOT,-621966.0,DOT,32671034.0
0.0,1903-03-15,2022-04-01,2016-04-27T00:00:00.000,INSTALLATION OF EAST SIDE COASTAL RESILIENCY (ESCR) PROJECT AREA 2 FROM EAST 15TH STREET TO EAST 25TH STREET,-5801000.0,2024-10-13,DDC,448000.0,Parks & Recreation,217335000.0
819.0,1902-04-22,2022-04-01,2018-07-17T00:00:00.000,The construction of Southern Brooklyn Crosstown Select Bus Service (SBS),150000.0,2026-08-18,DDC,29789000.0,Transportation,86214000.0
161.0,1903-04-01,2021-12-01,2019-02-22T00:00:00.000,Installation of Brooklyn Bridge - Montgomery Coastal Resilience from Robert F. Wagner Sr. Place to Montgomery Street,28668000.0,2026-05-14,DDC,34901000.0,Mayors Office of Resiliency (MOR),528495000.0
0.0,1903-01-07,2021-12-01,2019-09-23T00:00:00.000,ADDITION / EXISTING SCHOOL RENOVATION WORK,0.0,2024-09-03,SCA,0.0,DOE,70834393.0
161.0,1903-04-01,2023-01-01,2019-02-22T00:00:00.000,Installation of Brooklyn Bridge - Montgomery Coastal Resilience from Robert F. Wagner Sr. Place to Montgomery Street,0.0,2026-10-22,DDC,34901000.0,Mayors Office of Resiliency (MOR),534728000.0
456.0,1902-08-18,2022-09-01,2019-09-30T00:00:00.000,"Four-acre waterfront park in Lower Concourse, Bronx.",0.0,2025-03-31,EDC,0.0,DPR,35407359.0
1448.0,1901-04-20,2020-01-01,,,,,DDC,57634000.0,Transportation,
626.0,1902-10-04,2021-07-01,2019-07-01T00:00:00.000,"The South Bronx Crosstown SBS capital project (BRT) will add bus pads and construct bus bulbs, curb and median extensions, and pedestrian islands for enhanced pedestrian safety and access improvements.",1275000.0,2025-10-21,DDC,3130000.0,Transportation,51883000.0
-388.0,1900-06-18,2015-02-01,2012-12-03T00:00:00.000,"Roadway reconstruction Bergen Avenue and vicinity, includes sections of: Avenues N, T, U, V, W, X and Y; 66th Street and 69th through 75th Streets; Veterans Avenue and Royce Street.",-13124000.0,2025-07-18,DDC,45837000.0,Transportation,19872000.0
1706.0,1901-04-28,2022-04-01,2014-12-01T00:00:00.000,Interior fit-out of the south site cultural unit.,0.0,2022-12-31,EDC,36789601.16,DCLA,51070000.0
256.0,1901-02-12,2022-09-01,2012-03-23T00:00:00.000,"To address existing leaks in the Delaware Aqueduct, a 3-mile bypass tunnel will be constructed near the town of Roseton and the existing tunnel will be repaired near the town of Wawarsing.",13932373.76,2024-10-14,DEP,202552329.25,DEP,907089832.76
604.0,1902-03-11,2019-09-01,2000-07-10T00:00:00.000,Rehabilitate the W. 79th St Bridge over Amtrak and Rotunda Complex,162391000.0,2024-09-30,DOT,-51088528.0,"DOT, DPR",202905808.0
2142.0,1901-03-27,2019-05-01,2017-11-06T00:00:00.000,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",196483.35,2025-01-30,DEP,99651290.98,DEP,75696483.35
-64.0,1903-03-25,2023-01-01,2020-10-27T00:00:00.000,"Project REG-HP06 is for the reconstruction of Regulator HP06 . The work shall include, but is not limited to, the following items:  1. Reconstruction of the existing Diversion Chamber (see attachment labeled 'REG-HP06 As-builts'). 2. Reconstruction of the existing Regulator Chamber (see attachment labeled 'REG-HP06 As-builts'). 3. Rehabilitation of the existing Interceptor (scope previously included in PS-312MX) 4. Replacement of existing instrumentation and monitoring systems, as needed (i.e., sensors, probes, conduits, cables, etc.). 5. Restoration of construction areas as needed (i.e., roadways, sidewalks, etc.) 6. Implementation of an approved plan to maintain regulator and interceptor operations during construction. 7. Shop drawings, as-built drawings, and equipment information.",0.0,2025-06-12,DDC,8706000.0,Environmental Protection,63632000.0
1889.0,1902-02-27,2018-08-01,2018-09-10T00:00:00.000,Replacement of Combined Sewers in 71st Street between Juniper Blvd South and Queens Midtown Expressway; including water main work.,10445000.0,,DDC,27172000.0,Environmental Protection,59467000.0
1553.0,1902-04-29,2023-01-01,2018-01-22T00:00:00.000,"Installation of new building wide fire alarm and sprinkler distribution for 253 Broadway  The PW357FIRE project has been divided into two phases.  • Phase 1 - Fire alarm core to meet the PW77LYA project LPC office renovation - currently under construction • Phase 2 – Fire alarm branches, sprinkler system branches, and BMS – currently under bid package review phase",0.0,2026-12-31,DDC,17827000.0,DCAS,57169000.0
714.0,1901-03-18,2019-01-01,2016-10-11T00:00:00.000,Replacement of the Esopus Creek Bridge & Route 28A Railroad Bridge,-12411307.8,2024-06-11,DEP,-50461071.35,DEP,82210276.9
1977.0,1901-05-23,2022-09-01,2016-07-27T00:00:00.000,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,27329011.96,2025-06-03,DCAS,200931011.96,DCAS,281430011.96
1712.0,1901-02-26,2018-03-01,2013-07-01T00:00:00.000,"This project will remove the 10 existing pump and blower engines and add electric motors for the main sewage pumps, a new cogeneration facility consisting of 5 new dual fuel engines,  electrical service upgrades and flood protection.",4996248.9,2021-03-06,DEP,134242052.88,DEP,233428706.0
406.0,1902-02-07,2019-09-01,2017-07-14T00:00:00.000,"The Department of Sanitation of the City of New York (DSNY) is planning to develop a Staten Island Districts 1 and 3 campus that will include a new garage serving both districts and renovation of the existing Borough Repair Shop.  The site is to be reconfigured with new grading and drainage, new covered salt storage, new outdoor fueling, new household special waste collection, outdoor DSNY truck parking and a new force main sanitary line to connect to the NYC DEP sewer.",7603000.0,2024-02-26,DDC,68555000.0,Sanitation,183135000.0
1.0,1902-06-27,2020-01-01,2019-01-01T00:00:00.000,"The construction of an approximately 230,000 sq ft municipal Public Health Lab building for DOHMH.",0.0,2025-01-01,EDC,19334959.71,DOHMH,613797320.29
1619.0,1902-03-02,2021-07-01,2018-07-30T00:00:00.000,"Storm, Sanitary and Water Mains work in North Conduit between Baisley Blvd and Guy Brewer Blvd, South Queens",1647000.0,2026-05-22,DDC,31711000.0,Environmental Protection,113711000.0
1113.0,1901-02-08,2015-02-01,2004-03-18T00:00:00.000,"Gilboa Dam Reconstruction Project includes construction of a new low level outlet (LLO) consisting of 2,000 feet of tunneling, an access shaft, oulet structure and gate valve controls.",3503278.0,2020-07-20,DEP,10376533.49,DEP,226724491.0
969.0,1901-05-18,2019-09-01,2017-11-30T00:00:00.000,"Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",3902330.0,,DOT,36577693.0,DOT,50788823.0
651.0,1902-06-25,2022-04-01,2019-05-31T00:00:00.000,Power Distribution Improvements,0.0,2026-03-16,DEP,10926063.83,WWC,63387835.0
,1903-05-26,2022-09-01,,"The scope of this project is the creation of approximately 72,500 square feet of space in a free-standing multi-level tower connected by bridges at the second floor of the existing Horizon building. The addition will house a commercial kitchen, dining hall, health care service, warehouse, education and vocation classrooms and workshops, and critical HVAC infrastructure to serve the new building and the existing facility, and miscellaneous support spaces. It is proposed the structure will be built on the north-east portion of the site.",295000.0,,DDC,295000.0,Child Services,158635000.0
517.0,1902-12-21,2023-01-01,2021-03-01T00:00:00.000,"Sitework (including but not limited to: excavation, utility, and bulkhead work) at Bush Terminal in preparation of the Steiner Studio campus.",0.0,2025-05-31,EDC,0.0,EDC,29000000.0
1377.0,1902-03-04,2021-07-01,2020-03-09T00:00:00.000,"NEW STORM SEWER CONSTRUCTION, REPLACEMENT OR UPGRADES TO SANITARY SEWERS AND WATER MAINS IN PROJECT AREAS. GREEN INFRASTRUCTURE PROJECTS TO BE DONE IN CONJUNCTION WITH THESE CAPITAL IMPROVEMENTS",3200000.0,2024-12-16,DDC,3200000.0,Environmental Protection,28200000.0
456.0,1902-08-18,2020-10-01,2019-09-30T00:00:00.000,"Four-acre waterfront park in Lower Concourse, Bronx.",0.0,2023-12-31,EDC,0.0,DPR,35407359.0
1400.0,1901-06-02,2019-05-01,2016-08-04T00:00:00.000,"PED. SAFETY UPGRADES ON ATLANTIC AVE - PH 2, BROOKLYN",-4286000.0,2022-11-19,DDC,10136496.0,Transportation,39983000.0
1319.0,1902-04-16,2021-07-01,2018-07-11T00:00:00.000,"Bronx Supreme Court, Fire Alarm, Sprinkler, 851 Grand Concourse - Replace the existing fire alarm system and install a new sprinkler system.",25516000.0,2026-05-01,DDC,37248610.0,DCAS,80716000.0
365.0,1902-08-06,2021-03-01,2017-11-17T00:00:00.000,NEW SCHOOL (PHASE II),0.0,2023-09-03,SCA,-221356.0,DOE,66058403.0
1097.0,1902-02-28,2020-05-01,,,,,DDC,35414000.0,Environmental Protection,
,1903-08-31,2023-01-01,2021-08-30T00:00:00.000,NEW SCHOOL,,2025-09-03,SCA,,DOE,108030450.0
1029.0,1901-12-03,2021-12-01,2019-01-30T00:00:00.000,"Replace/Rehab the Pelham Bay Equestrian Park bridge over Amtrak, the Bronx",-362000.0,2026-08-24,DOT,137997.0,DPR,41466997.0
1449.0,1900-05-10,2021-12-01,2017-08-15T00:00:00.000,"Replace the 49th Avenue bridge over Long Island Railroad and Amtrak in Hunters Point, Queens.",97905600.0,2027-03-15,DOT,32902419.0,DOT,218648019.0
921.0,1901-12-21,2021-03-01,2018-11-01T00:00:00.000,SMLP portion for Red Hook WRRF as part of the New York City Wastewater Resiliency Program.,-7367811.42,2022-09-01,DEP,13549422.97,DEP,18905305.33
2315.0,1901-09-10,2022-09-01,2016-10-26T00:00:00.000,Vision Zero - Queens Boulevard - Segment 2: 73rd Street to Eliot Avenue. Variety of safety and streetscape improvements including partial street reconstruction and resurfacing to address roadway conditions,1000000.0,2029-08-13,DDC,14201000.0,Transportation,86043000.0
3238.0,1900-12-29,2018-08-01,2012-10-01T00:00:00.000,"This project will reconstruct the Hannah St. Pumping Station, the largest City-owned wastewater collection and pumping station on Staten Island.  Built in 1977, the facility has numerous deficiencies, needing  a comprehensive upgrade.",306898.0,2021-07-13,DEP,67909196.8,DEP,67560558.0
-388.0,1900-06-18,2022-09-01,2012-12-03T00:00:00.000,"Reconstruction of Bergen Avenue Area, including Storm Sewers, Water Mains, Street Lighting, Traffic Signal  Work, and reconstruction of new outfall at East Mill Basin.",-300000.0,2023-06-24,DDC,45837000.0,Transportation,79564000.0
223.0,1903-04-27,2022-09-01,2013-04-09T00:00:00.000,Empire Boulevard Safety Improvements,34000.0,2023-06-18,DDC,8554000.0,Transportation,34212000.0
,1902-05-12,2021-03-01,,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.",0.0,,HHC,180514000.0,H+H,0.0
0.0,1903-01-15,2021-07-01,2020-03-03T00:00:00.000,NEW SCHOOL,,2023-09-03,SCA,0.0,DOE,70167105.0
428.0,1903-03-27,2022-04-01,2021-10-06T00:00:00.000,,-15564000.0,2026-01-12,DDC,-15454000.0,Libraries-QBPL,25691000.0
1155.0,1902-02-26,2020-05-01,,,,,DDC,94201000.0,Environmental Protection,
303.0,1903-07-01,2023-01-01,2021-06-09T00:00:00.000,Reconstruction of Merriman Dam Spillway,0.0,2026-09-06,DEP,2201599.75,DEP,45566464.0
1279.0,1901-12-23,2019-09-01,,"The Epic Revenue Cycle system will be  enterprise-wide and help increase revenue (by proper billing of services provided) in addition to ensuring patient safety and improved patient care, a top priority in workflows.",0.0,2019-12-07,HHC,0.0,H+H,289117990.0
365.0,1902-08-27,2021-12-01,2018-09-10T00:00:00.000,ADDITION,0.0,2023-09-03,SCA,2268625.0,DOE,54584235.0
3238.0,1900-12-29,2019-09-01,2012-10-01T00:00:00.000,"This project will reconstruct the Hannah St. Pumping Station, the largest City-owned wastewater collection and pumping station on Staten Island.  Built in 1977, the facility has numerous deficiencies, needing  a comprehensive upgrade.",-1000000.0,2022-11-20,DEP,67909196.8,DEP,68767304.23
2086.0,1900-04-06,2016-11-01,2012-07-23T00:00:00.000,"Replace the existing bridge with a new, wider double-leaf bascule bridge in the Bronx.",67465000.0,2021-03-04,DOT,142277136.0,"DEP, DOT",335764502.49
1571.0,1901-06-20,2019-09-01,2017-05-30T00:00:00.000,Replace the Promenade over FDR between East 81st to 90th Streets in Manhattan.,277630000.0,,DOT,-197139579.0,"DOT, DPR",313742421.0
-67.0,1902-04-13,2021-07-01,2020-09-15T00:00:00.000,"CAT-213FAC Reconstruction of the Ashokan Reservoir Headworks.  This Contract is for design services.  The Headworks include the Upper and Lower Gate Chambers, the Screen Chamber and inter-connecting aquedcuts.",7624101.0,2031-12-21,DEP,41950858.0,DEP,319234719.75
2797.0,1900-04-15,2023-01-01,2005-04-01T00:00:00.000,"Replace deteriorated members of lift span superstructure, concrete deck, lift electrical and mechanical systems, and fenders.",-1088222.0,2027-04-02,DOT,39724388.0,DOT,148960388.0
790.0,1901-07-13,2020-10-01,2005-07-25T00:00:00.000,Construction of new Sanitation garage facility for services to Brooklyn Community District 3 to be located at Warsoff Place in Brooklyn,0.0,2022-12-31,DSNY,25603365.0,DSNY,204347986.93
1215.0,1901-05-30,2019-01-01,2014-03-17T00:00:00.000,"Reconstruction of Storm and Sanitary sewers, Trunk and Distribution Water Main in Coney Island Area -Phase 3A, Borough of Brooklyn.",301000.0,2022-11-27,DDC,25273000.0,Environmental Protection,61616000.0
2315.0,1901-09-10,2023-01-01,2016-10-26T00:00:00.000,Vision Zero - Queens Boulevard - Segment 2: 73rd Street to Eliot Avenue. Variety of safety and streetscape improvements including partial street reconstruction and resurfacing to address roadway conditions,0.0,2029-08-13,DDC,14201000.0,Transportation,86043000.0
641.0,1902-11-05,2021-12-01,2021-04-30T00:00:00.000,"Design & DSDC for the upgrade of three NYCDEP Pumping Stations. The scope of the project is to provide a safe, reliable, efficient, resilient and low maintenance pumping station for the Operating Bureau.",29238520.0,2024-11-07,DEP,45860651.8,DEP,139539613.0
549.0,1900-04-03,2019-01-01,2014-09-15T00:00:00.000,Replace one Barberi class boat and the John F. Kennedy boat which are approaching the end of their useful lives with new Staten Island ferries. Replacement is needed to continue reliable service.,42879390.0,2021-02-28,DOT,-238419180.0,DOT,327889390.0
1645.0,1901-06-17,2021-07-01,2019-06-17T00:00:00.000,Replace the existing structure (swing-type bridge) with a new bridge; located between Gardner Avenue in Brooklyn and 47th Street in Queens.,-966000.0,2029-08-22,DOT,160682490.0,DOT,140136744.0
3238.0,1900-12-29,2019-01-01,2012-10-01T00:00:00.000,"This project will reconstruct the Hannah St. Pumping Station, the largest City-owned wastewater collection and pumping station on Staten Island.  Built in 1977, the facility has numerous deficiencies, needing  a comprehensive upgrade.",2206746.23,2021-12-08,DEP,67909196.8,DEP,69767304.23
-74.0,1901-09-08,2020-10-01,,,,,DDC,61781000.0,Transportation,
456.0,1902-08-18,2021-03-01,2019-09-30T00:00:00.000,"Four-acre waterfront park in Lower Concourse, Bronx.",0.0,2024-08-08,EDC,0.0,DPR,35407359.0
834.0,1902-07-20,2021-12-01,2019-09-06T00:00:00.000,Rehabilitation  of Union Turnpike  Bridge over Cross Island Parkway,900000.0,2028-12-02,DOT,3378281.0,DOT,67281778.0
