borough,project_name,total_schedule_changes,latest_schedule_changes,date_reported_as_of,total_budget_changes,pid,forecast_completion,category,current_phase
Citywide,Electronic Medical Records Upgrade,2032.0,0.0,2015-02-01T00:00:00.000,15184947.0,403,2018-12-31T00:00:00.000,"Health and Hospitals, IT",IT
,New York State Pavilion Observation Towers Reconstruction,772.0,0.0,2020-10-01T00:00:00.000,1000.0,1018,2021-07-20T00:00:00.000,Parks,Construction
Brooklyn,"5th Avenue Bridge Reconstruction over LIRR and Sea Beach, Brooklyn",969.0,-20.0,2022-09-01T00:00:00.000,36577693.0,504,2027-11-13T00:00:00.000,Bridges,Design
Bronx,Bruckner Expressway Westchester Creek Bridge Reconstruction,2086.0,0.0,2018-08-01T00:00:00.000,142277136.0,97,2021-06-30T00:00:00.000,"Bridges, Streets and Roadways",Construction
Marlboro,Rondout-West Branch Bypass Tunnel Construction Project 2,256.0,2.0,2022-04-01T00:00:00.000,202552329.25,409,2023-10-14T00:00:00.000,Water Supply,Construction
,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",1816.0,,2021-03-01T00:00:00.000,-2802822.0,502,,Bridges,
Queens,49th Avenue Bridge Replacement,1449.0,,2020-01-01T00:00:00.000,32902419.0,131,,"Bridges, Streets and Roadways",Design
,Parking Meters Retrofitted for License Plate Recognition,,,2022-09-01T00:00:00.000,-500.0,1069,,Streets and Roadways,Construction
,SAFE ROUTES TO SCHOOL MANHATTAN,505.0,0.0,2023-01-01T00:00:00.000,7175000.0,1181,2026-04-16T00:00:00.000,Streets and Roadways,Design
,Reconstruction Of Trinity Pl,730.0,0.0,2023-01-01T00:00:00.000,13224000.0,755,2026-06-29T00:00:00.000,Streets and Roadways,Construction Procurement
,Coastal Resiliency – Project Area 2,0.0,0.0,2023-01-01T00:00:00.000,448000.0,1170,2024-10-13T00:00:00.000,Streets and Roadways,Construction
,FUEL TANK & SUMP REPLACEMENTS - MANHATTAN/S.I.,663.0,0.0,2023-01-01T00:00:00.000,-1754000.0,900,2025-01-22T00:00:00.000,Industrial Development,Construction
,"DOE - DIRECT INSTALL LIGHTING PROGRAM - 605 SHEPHERD AVE, BK",,,2023-01-01T00:00:00.000,,1334,2024-07-31T00:00:00.000,Schools,Design
,East River Esplanade Stabilization and Reconstruction Phase 3,612.0,61.0,2022-04-01T00:00:00.000,3616645.26,973,2024-11-23T00:00:00.000,Parks,Design
,FUEL TANK & SUMP REPLACEMENTS - BRONX,663.0,,2020-01-01T00:00:00.000,-1834000.0,901,,Industrial Development,
Citywide,Emergency Communications Transformation Program (ECTP) Upgrades and Enhancements,2252.0,731.0,2017-04-01T00:00:00.000,73735148.87,267,2019-12-01T00:00:00.000,IT,IT
,Network Infrastructure Refresh Program,,,2022-09-01T00:00:00.000,180514000.0,863,,"Health and Hospitals, IT",IT
,RECONSTRUCTION OF ROADWAYS AT RANDALL'S ISLAND,699.0,0.0,2023-01-01T00:00:00.000,0.0,1260,2027-01-22T00:00:00.000,Streets and Roadways,Design
,"Construction Of Sanitary Sewers, Storm Sewers (Bm",595.0,157.0,2023-01-01T00:00:00.000,37691000.0,760,2023-11-30T00:00:00.000,Sewers,Construction
Queens,Edgewood Triangle Roadway Reconstruction,3597.0,574.0,2019-05-01T00:00:00.000,106503000.0,204,2024-03-22T00:00:00.000,Streets and Roadways,Design
Citywide,The Reconstruction of The Lower Catskill Aqueduct,1421.0,0.0,2021-03-01T00:00:00.000,-65760729.0,667,2027-03-29T00:00:00.000,Water Supply,Design
,4Th Ave. Safety Improvements Phase II-Vision Zero,1106.0,0.0,2023-01-01T00:00:00.000,-11525000.0,833,2024-06-17T00:00:00.000,Streets and Roadways,Construction
,Alley Pond Environmental Center Reconstruction,556.0,238.0,2022-09-01T00:00:00.000,1641000.0,1017,2023-03-24T00:00:00.000,Parks,Construction
Citywide,Catskill Aqueduct Repair and Rehabilitation,1517.0,0.0,2022-04-01T00:00:00.000,9642889.68,478,2022-08-01T00:00:00.000,Water Supply,Construction
Valhalla,Kensico Eastview Connection Tunnel Construction,3132.0,0.0,2021-12-01T00:00:00.000,881770648.0,554,2031-05-17T00:00:00.000,Water Supply,Design
Queens,Roosevelt Avenue Bridge Superstructure and Substructure Repairs,2003.0,0.0,2018-03-01T00:00:00.000,23798213.0,101,2019-05-27T00:00:00.000,Bridges,Construction
,SOUTH BROOKLYN CROSSTOWN SBS,819.0,490.0,2021-07-01T00:00:00.000,29789000.0,843,2026-03-18T00:00:00.000,Industrial Development,Design
,Queens Public School 46 Additionl,365.0,0.0,2021-12-01T00:00:00.000,0.0,1027,2023-09-03T00:00:00.000,Schools,Construction
Bronx,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,1934.0,3.0,2021-07-01T00:00:00.000,10338071.57,506,2028-02-05T00:00:00.000,"Bridges, Streets and Roadways",Design
,Queensboro Bridge Roadway Replacement over East River,1970.0,3893.0,2023-01-01T00:00:00.000,8567339.67,594,2024-09-28T00:00:00.000,"Bridges, Streets and Roadways",Construction
,RECONSTRUCTION OF QUEENS BLVD - PHASE 3,0.0,,2021-12-01T00:00:00.000,0.0,1152,,Streets and Roadways,Design
Queens,Metropolitan Avenue Bridge over CSX Transport,2027.0,298.0,2020-01-01T00:00:00.000,4699394.0,556,2027-12-14T00:00:00.000,"Bridges, Streets and Roadways",Design
,4Th Ave. Safety Improvements Phase II-Vision Zero,1106.0,51.0,2018-08-01T00:00:00.000,-11525000.0,833,2021-07-28T00:00:00.000,Streets and Roadways,Construction Procurement
,New Storm Sewer N Conduit Av-Baisley Blvd,1619.0,126.0,2021-12-01T00:00:00.000,31711000.0,792,2026-09-25T00:00:00.000,Sewers,Design
,P.S. 5 - STATEN ISLAND Addition,0.0,,2022-09-01T00:00:00.000,0.0,1303,2025-09-03T00:00:00.000,Schools,Construction
Marlboro,Rondout-West Branch Bypass Tunnel Construction Project 2,256.0,0.0,2016-01-01T00:00:00.000,202552329.25,409,2025-12-05T00:00:00.000,Water Supply,Construction
,MULTI-SITE PEDESTRIAN SAFETY PHASE 5,1126.0,,2020-10-01T00:00:00.000,-4087000.0,1004,,Streets and Roadways,
,253 Broadway NYC. Fire Alarm Raplacement,1553.0,,2021-03-01T00:00:00.000,17827000.0,850,,Other Government Facilities,
,Network Infrastructure Refresh Program,,,2022-04-01T00:00:00.000,180514000.0,863,,"Health and Hospitals, IT",IT
,Flushing Meadows Corona Park World's Fair Marina Reconstruction (Hurricane Sandy),708.0,147.0,2021-12-01T00:00:00.000,4947362.68,1031,2025-03-23T00:00:00.000,Parks,Design
Olive,Replacement of the Esopus & Route 28A Railroad Bridges,714.0,18.0,2019-09-01T00:00:00.000,-50461071.35,443,2024-06-07T00:00:00.000,Bridges,Design
,Supreme Courthouse Fire Alarm/ Protection Upgrade,1319.0,122.0,2022-09-01T00:00:00.000,37248610.0,837,2027-05-17T00:00:00.000,Public Safety and Criminal Justice,Design
Brooklyn,Reconstruction of the West and North Docks at the OH WWTP,1389.0,0.0,2022-09-01T00:00:00.000,10985726.8,720,2024-05-09T00:00:00.000,Wastewater Treatment,Construction
,Storm Mitigation Loan Program at Bowery Bay,1026.0,0.0,2021-07-01T00:00:00.000,-19623216.41,671,2022-09-01T00:00:00.000,Wastewater Treatment,Construction
,Croton Above Ground Structure And Landscaping,897.0,,2018-03-01T00:00:00.000,75117000.0,747,2021-07-01T00:00:00.000,Industrial Development,Construction Procurement
Olive,Replacement of the Esopus & Route 28A Railroad Bridges,714.0,-65.0,2017-09-01T00:00:00.000,-50461071.35,443,2024-12-06T00:00:00.000,Bridges,Design
,GI - GRAVESEND BAY CSO - PHASE I,302.0,,2021-07-01T00:00:00.000,21181000.0,1185,2025-10-14T00:00:00.000,Streets and Roadways,Design
Olive,Replacement of the Esopus & Route 28A Railroad Bridges,714.0,0.0,2022-09-01T00:00:00.000,-50461071.35,443,2025-11-09T00:00:00.000,Bridges,Construction
Bronx,West Tremont Avenue over Metro North Railroad,1253.0,253.0,2018-03-01T00:00:00.000,37794543.0,503,2025-01-07T00:00:00.000,Bridges,Design
,Flushing Meadows Corona Park Electrical Vault Reconstruction (Hurricane Sandy),,,2021-07-01T00:00:00.000,-3555909.0,1083,,Parks,Design
,"Combined Sewer And Wm Work In 71 Street, Queens",1889.0,61.0,2019-09-01T00:00:00.000,27172000.0,789,2023-10-29T00:00:00.000,Sewers,Design
,Rego Park New Facility,474.0,268.0,2022-09-01T00:00:00.000,535000.0,1145,2026-11-30T00:00:00.000,Other Government Facilities,Design
Bronx,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,1934.0,189.0,2019-01-01T00:00:00.000,10338071.57,506,2026-09-06T00:00:00.000,"Bridges, Streets and Roadways",Design
,SAFE ROUTES TO SCHOOL MANHATTAN,505.0,281.0,2022-09-01T00:00:00.000,7175000.0,1181,2026-04-16T00:00:00.000,Streets and Roadways,Design
Bronx,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,1934.0,187.0,2018-08-01T00:00:00.000,10338071.57,506,2026-03-01T00:00:00.000,"Bridges, Streets and Roadways",Design
,BBJ Queens Garage - Construction of new multi-level Garage with Community Space,547.0,547.0,2023-01-01T00:00:00.000,1314000.0,1156,2023-04-11T00:00:00.000,Other Government Facilities,
Staten Island,Hannah Street Pumping Station Construction,3238.0,0.0,2021-12-01T00:00:00.000,67909196.8,364,2024-06-05T00:00:00.000,Wastewater Treatment,Construction
,"Combined Sewer In 70Th Street, Queens",1155.0,0.0,2021-07-01T00:00:00.000,94201000.0,788,2023-08-10T00:00:00.000,Sewers,Construction
Staten Island,CONSTRUCTION OF BMPs NC 6 AND 15 - SI,925.0,0.0,2018-08-01T00:00:00.000,1921000.0,631,2021-11-27T00:00:00.000,Industrial Development,Design
,"SAN & STRM SEWER, WM IN CONEY ISLAND AREA, PH 4",1431.0,,2020-01-01T00:00:00.000,1984000.0,1009,,Sewers,
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,0.0,2017-04-01T00:00:00.000,20945057.0,112,2021-09-13T00:00:00.000,"Bridges, Streets and Roadways",Construction
,Arrestors for all slips,,,2023-01-01T00:00:00.000,,1362,,Ferries,
Staten Island,Roma and Hett Avenue Storm and Sanitary Sewer Installation,-8.0,,2020-10-01T00:00:00.000,62973000.0,206,,Sewers,
,SUNSET PARK NORTH BK WATERFRONT GREENWAY,1096.0,275.0,2022-04-01T00:00:00.000,20345000.0,1176,2025-04-14T00:00:00.000,Streets and Roadways,Design
Manhattan,253 Broadway Landmark's Space Renovations,1696.0,29.0,2019-05-01T00:00:00.000,35010000.0,639,2020-06-30T00:00:00.000,Other Government Facilities,Construction
,Pier 35 & 36 Substructure Rehab,56.0,56.0,2023-01-01T00:00:00.000,-119030592.92,1290,2027-09-26T00:00:00.000,Industrial Development,Construction Procurement
,33rd Street West of 11th Avenue (Hudson Yards),611.0,,2020-10-01T00:00:00.000,-1399960.0,1043,,Bridges,Design
,GATEWAY ESTATE - PHASE E/BED-805,584.0,219.0,2021-12-01T00:00:00.000,38077000.0,1201,2022-06-30T00:00:00.000,Streets and Roadways,Construction
,BROWNSVILLE LIBRARY MAJOR RENOVATIONS,916.0,,2020-01-01T00:00:00.000,6752000.0,977,,Libraries,
,"Construction Of Sanitary Sewers, Storm Sewers (Bm",595.0,-1.0,2019-05-01T00:00:00.000,37691000.0,760,2022-09-15T00:00:00.000,Sewers,Construction Procurement
Manhattan,Riverside Drive/West 158th Street Bridge Rehabilitation,2152.0,901.0,2015-02-01T00:00:00.000,96922794.0,113,2021-12-17T00:00:00.000,"Bridges, Streets and Roadways",Design
Upstate,"Gilboa Dam Reconstruction, Phase III",1113.0,0.0,2018-08-01T00:00:00.000,10376533.49,405,2020-10-12T00:00:00.000,Water Supply,Construction
Manhattan,2nd Avenue Watermain Trunk Construction,2113.0,,2021-03-01T00:00:00.000,-7266000.0,388,,Water Supply,
Bronx,Concourse Village Avenue over Metro North,1865.0,-173.0,2022-09-01T00:00:00.000,-186092.37,587,2029-03-02T00:00:00.000,Bridges,Design
Bronx,Grand Concourse Metro North Railroad Bridge Construction,836.0,18.0,2017-09-01T00:00:00.000,22682117.0,120,2021-03-23T00:00:00.000,Bridges,Design
Queens,"STM & SAN SWR, WILLET PT BLVD WHITESTONE AREA, PH2",642.0,0.0,2019-09-01T00:00:00.000,41243000.0,651,2022-09-15T00:00:00.000,Sewers,Construction
Citywide,Catskill Aqueduct Repair and Rehabilitation,1517.0,15.0,2023-01-01T00:00:00.000,9642889.68,478,2022-11-30T00:00:00.000,Water Supply,Construction
,Reconstruct Main Sewage Pump Controls at Port Richmond WWTP,516.0,-127.0,2023-01-01T00:00:00.000,26923720.62,948,2026-05-23T00:00:00.000,Wastewater Treatment,Construction Procurement
,Battery Park Underpass Emergency Relief Betterments,1197.0,53.0,2022-09-01T00:00:00.000,47923308.0,540,2025-01-19T00:00:00.000,Bridges,Design
,SOUTH BROOKLYN CROSSTOWN SBS,819.0,,2018-08-01T00:00:00.000,29789000.0,843,2024-08-01T00:00:00.000,Industrial Development,Design
,Hudson River Drainage Chamber Rehabilitation,-30.0,,2022-04-01T00:00:00.000,502287.0,1277,2028-03-31T00:00:00.000,Water Supply,Design
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,,2021-03-01T00:00:00.000,39724388.0,106,,Bridges,
Bronx,West Tremont Avenue over Metro North Railroad,1253.0,154.0,2020-01-01T00:00:00.000,37794543.0,503,2026-11-23T00:00:00.000,Bridges,Design
"Manhattan, Bronx",Madison Avenue Bridge Reconstruction,1628.0,412.0,2017-09-01T00:00:00.000,2036997.0,114,2020-08-18T00:00:00.000,Bridges,Design
,FUEL TANK REPLACEMENT,914.0,0.0,2021-12-01T00:00:00.000,-6429000.0,1005,2024-10-04T00:00:00.000,Industrial Development,Construction
,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",1816.0,-510.0,2017-09-01T00:00:00.000,-2802822.0,502,2025-04-01T00:00:00.000,Bridges,Design
New York,North River Wastewater Treatment Plant Cogeneration and Electrification,1712.0,46.0,2020-10-01T00:00:00.000,134242052.88,423,2023-01-15T00:00:00.000,Wastewater Treatment,Construction
,"Red Hook Recreation Area Track 1, Soccer Fields 3-5, and Ballfields 1-4 Reconstruction",1082.0,0.0,2022-09-01T00:00:00.000,-10555000.0,974,2023-01-03T00:00:00.000,Parks,Construction
,EDGEMERE (PHASE C1) - (INCLUDING SEQ002562/200406),,,2022-09-01T00:00:00.000,-10000.0,1189,,Streets and Roadways,
,Storm & Combined Sewers In 229 Street,652.0,,2020-05-01T00:00:00.000,-9148000.0,776,,Sewers,
,Storm Mitigation Loan Program at Hunts Point,1091.0,273.0,2022-09-01T00:00:00.000,20080597.79,672,2023-11-17T00:00:00.000,Wastewater Treatment,Construction
Bronx,East 174th Street over Sheridan Expressway - Amtrak,1431.0,297.0,2019-05-01T00:00:00.000,5146882.0,701,2026-11-09T00:00:00.000,Bridges,Design
,RECONSTRUCTION OF QUEENS BLVD - PHASE 3,0.0,,2022-04-01T00:00:00.000,0.0,1152,,Streets and Roadways,Design
,Bronx Public School 468  New Construction,0.0,0.0,2023-01-01T00:00:00.000,0.0,1106,2024-09-03T00:00:00.000,Schools,Construction
,Central Park Light Infrastructure,1535.0,66.0,2018-03-01T00:00:00.000,-3323649.6,586,2019-08-23T00:00:00.000,"Parks, Streets and Roadways",Construction
Queens,Metropolitan Avenue Bridge over CSX Transport,2027.0,199.0,2022-04-01T00:00:00.000,4699394.0,556,2029-07-16T00:00:00.000,"Bridges, Streets and Roadways",Design
,150Th St Spine Phase 1 Storm Sewer At Bergen Basin,753.0,157.0,2023-01-01T00:00:00.000,101452000.0,791,2026-09-07T00:00:00.000,Sewers,Design
Bronx,Grand Concourse Metro North Railroad Bridge Construction,836.0,222.0,2015-08-01T00:00:00.000,22682117.0,120,2020-12-17T00:00:00.000,Bridges,Design
,Cunningham Park Garage Reconstruction,703.0,334.0,2021-12-01T00:00:00.000,0.0,1019,2024-07-29T00:00:00.000,Parks,Construction Procurement
City of Yonkers,Hillview Reservoir Chemical Addition Facilities,82.0,64.0,2020-05-01T00:00:00.000,159902202.01,669,2029-01-23T00:00:00.000,Water Supply,Design
,Shore Road Bridge over Hutchinson River,1477.0,0.0,2018-08-01T00:00:00.000,-19049921.84,541,2025-12-17T00:00:00.000,"Bridges, Streets and Roadways",Design
Citywide,Revenue Cycle Implementation,1279.0,0.0,2021-12-01T00:00:00.000,0.0,723,2022-12-31T00:00:00.000,"Health and Hospitals, IT",IT
,Battery Park Underpass Emergency Relief Betterments,1197.0,182.0,2021-12-01T00:00:00.000,47923308.0,540,2024-10-28T00:00:00.000,Bridges,Design
,Far Rockaway New Facility,-78.0,-747.0,2019-05-01T00:00:00.000,-623757.91,730,2021-07-30T00:00:00.000,Other Government Facilities,Close-Out
,New 116Th Pct,727.0,58.0,2019-01-01T00:00:00.000,33852900.86,762,2022-06-02T00:00:00.000,Public Safety and Criminal Justice,Design
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,,2020-01-01T00:00:00.000,39724388.0,106,,Bridges,Construction
,Sewer When & Where Contract In S.E. Queens,1834.0,31.0,2022-09-01T00:00:00.000,7404000.0,793,2025-09-22T00:00:00.000,Sewers,Design
,Bronx Public School @ 639 ST ANN'S AVENUE,0.0,0.0,2023-01-01T00:00:00.000,-1926038.0,1089,2024-09-03T00:00:00.000,Schools,Construction
,Queens IS at 47-10 Barnett Avenue Addition,365.0,0.0,2022-04-01T00:00:00.000,3206657.0,967,2023-09-03T00:00:00.000,Schools,Construction
Manhattan,Riverside Drive/West 158th Street Bridge Rehabilitation,2152.0,522.0,2016-06-01T00:00:00.000,96922794.0,113,2021-12-17T00:00:00.000,"Bridges, Streets and Roadways",Design
Brooklyn,Coney Island Hospital CSS Building and Perimeter Flood Protection,1243.0,122.0,2020-05-01T00:00:00.000,30635879.93,561,2023-07-31T00:00:00.000,Health and Hospitals,Construction
Manhattan,"West 59th Street Marine Transfer Station Construction, Phase 2",1949.0,294.0,2015-02-01T00:00:00.000,126753576.46,347,2018-08-18T00:00:00.000,Sanitation,Construction Procurement
Brooklyn,Coney Island Hospital CSS Building and Perimeter Flood Protection,1243.0,235.0,2018-03-01T00:00:00.000,30635879.93,561,2023-03-31T00:00:00.000,Health and Hospitals,Construction
Brooklyn,DBCD South Site Cultural Fit-Out,1706.0,-92.0,2020-10-01T00:00:00.000,36789601.16,484,2022-12-31T00:00:00.000,Arts and Culture,Construction
,MULTI-SITE PEDESTRIAN SAFETY PHASE 5,1126.0,,2019-09-01T00:00:00.000,-4087000.0,1004,2021-05-02T00:00:00.000,Streets and Roadways,Construction Procurement
,CSO Hutchinson River Disinfection Facility,894.0,83.0,2021-03-01T00:00:00.000,-24577348.0,944,2030-11-22T00:00:00.000,Wastewater Treatment,Design
,"Grand Concourse Reconstruction, Phase 4 (Great Streets)",1448.0,0.0,2022-04-01T00:00:00.000,57634000.0,476,2023-06-13T00:00:00.000,Streets and Roadways,Construction
,Reconstruction Of Primary Tanks at Bowery Bay WPCP,636.0,-263.0,2020-05-01T00:00:00.000,74442173.0,942,2025-12-16T00:00:00.000,Wastewater Treatment,Design
,Bronx Sanitation Garage Rehabilitation: Community District 6,913.0,-183.0,2023-01-01T00:00:00.000,0.0,971,2027-12-30T00:00:00.000,Sanitation,Design
Valhalla,Kensico Eastview Connection Tunnel Construction,3132.0,0.0,2020-10-01T00:00:00.000,881770648.0,554,2031-05-17T00:00:00.000,Water Supply,Design
Bronx,RECONSTRUCTION OF E 177 STREET/DEVOE AVENUE,1839.0,0.0,2019-09-01T00:00:00.000,25050000.0,623,2022-11-15T00:00:00.000,"Industrial Development, Streets and Roadways",Design
,Union Turnpike over Cross Island Parkway,834.0,0.0,2023-01-01T00:00:00.000,3378281.0,932,2028-12-02T00:00:00.000,Bridges,Design
,"Combined Sewer And Wm Work In 71 Street, Queens",1889.0,,2021-03-01T00:00:00.000,27172000.0,789,,Sewers,
,"New water main work in 7th avenue between 14th street and 34th street, and other locations as shown on page 3 of attached CPI",181.0,,2021-12-01T00:00:00.000,1335000.0,1178,2026-08-26T00:00:00.000,Streets and Roadways,Design
,"Red Hook Recreation Area Track 1, Soccer Fields 3-5, and Ballfields 1-4 Reconstruction",1082.0,607.0,2023-01-01T00:00:00.000,-10555000.0,974,2024-09-01T00:00:00.000,Parks,Construction
,4th Ave Safety Improvements - Phase B,0.0,0.0,2022-09-01T00:00:00.000,-21000.0,1236,2030-09-29T00:00:00.000,Streets and Roadways,Design
,Brooklyn Bridge - Approach Arches Rehabilitation,1908.0,263.0,2020-05-01T00:00:00.000,33135732.1,584,2023-02-19T00:00:00.000,Bridges,Construction
,Bronx Public School 87  Addition,0.0,,2021-07-01T00:00:00.000,0.0,1103,2024-09-03T00:00:00.000,Schools,Construction
,Michaelis-Bayswater Park Reconstruction,280.0,32.0,2022-04-01T00:00:00.000,4849393.61,1032,2025-04-24T00:00:00.000,Parks,Design
Staten Island,Hannah Street Pumping Station Construction,3238.0,98.0,2019-05-01T00:00:00.000,67909196.8,364,2022-03-16T00:00:00.000,Wastewater Treatment,Design
,Next Generation 911 Program,1558.0,0.0,2022-04-01T00:00:00.000,30123504.48,1035,2024-12-31T00:00:00.000,"IT, Public Safety and Criminal Justice",IT
,Brooklyn P.S. at 4302 4TH AVE,365.0,0.0,2023-01-01T00:00:00.000,-221356.0,949,2023-09-03T00:00:00.000,Schools,Construction
,"WATERMAIN REPLACEMENT IN ORIENTAL BLVD, BROOKLYN",443.0,,2021-07-01T00:00:00.000,3715000.0,1165,2023-07-02T00:00:00.000,Streets and Roadways,Design
,"Water Main Replacement In 222 Street, Queens",2236.0,806.0,2022-09-01T00:00:00.000,7195000.0,768,2028-03-03T00:00:00.000,Water Supply,Design
