Thoroughfare,project_id,location_segment_id,ProjClass,StatFlag,oft_code,location_community_board
Woodhaven Boulevard,Q2017-09-50,31789.0,Intersection,,418790468090000000,409.0
Belt Parkway,K2008-11-07,12870.0,Intersection,,307730377030000000,311.0
Classon Avenue,K2006-01-01,19483.0,Intersection,,318950326730000000,301.0
Willoughby Avenue,K2007-02-02,19456.0,Intersection,,381630393230000000,302.0
31 Drive,Q202301022,41564.0,Intersection,Ready for Milling,407040408040000000,401.0
222 Street,Q2014-13-12,39037.0,Intersection,,422620426940000000,413.0
Tompkins Avenue,S2014-01-88,10674.0,Intersection,,520300551500000000,501.0
West 72 Street,M2005-07-14,21727.0,Intersection,,111710135210000000,107.0
East 5 Street,K2007-12-06,17874.0,Intersection,,312330335030000000,312.0
Body Of Water,Q2016-14-08,33570.0,Intersection,,435780462250000000,410.0
Penelope Avenue,Q2005-05-25,45727.0,Intersection,,414840458760000000,405.0
Rivington Street,M2002-03-1,20677.0,Intersection,,120640129890000000,103.0
Longwood Avenue,X2008-02-02,47365.0,Intersection,,215920246820000000,202.0
Ridgewood Avenue,K2012-05-12,29530.0,Intersection,,352730373350000000,305.0
Queens Plaza,Q2019-02-32,41319.0,Intersection,,406890436940000000,402.0
Long Island Expressway,Q2012-05-30,45673.0,Intersection,,415790450290000000,405.0
Manida Street,X2016-02-02,66835.0,Intersection,,212550248820000000,202.0
Manhattan College Parkway,X2016-08-01,64602.0,Intersection,,212550248720000000,208.0
Grand Central Parkway,Q2018-13-15,105587.0,Intersection,,439635447390000000,411.0
Croes Avenue,X2020-09-05,51949.0,Intersection,,215920222020000000,209.0
Bend,Q2019-09-14,34446.0,Intersection,,417040435780000000,409.0
Bend,M2019-09-09,24361.0,Intersection,,129690113113 00000,
Steuben Street,K2017-02-38,19473.0,Intersection,,369230381630000000,302.0
Bend,S2004-03-5,2425.0,Intersection,,515650518510000000,503.0
Springfield Boulevard,Q2018-13-04,82431.0,Intersection,,421370463290000000,412.0
Richmond Avenue,S2020-02-36,10235.0,Intersection,,538600544750000000,595.0
99 Street,Q202303004,86254.0,Intersection,Ready for Milling,408440419190000000,403.0
Wallabout Street,K2006-01-01,19554.0,Intersection,,354000389030000000,301.0
89 Street,Q2005-09-14,32401.0,Intersection,,418040418090000000,409.0
West 150 Street,M2013-10-13,43315.0,Intersection,,110810136770000000,110.0
92 Street,Q2016-09-13,32483.0,Intersection,,418040418490000000,409.0
Mercer Street,M2018-02-09,20718.0,Intersection,,117150125990000000,102.0
Bend,Q2019-13-19,85674.0,Intersection,,427284435780000000,413.0
Intervale Avenue,X202402013,47330.0,Intersection,,212550242020000000,202.0
Skillman Avenue,K2011-01-16,40631.0,Intersection,,331930377430000000,
Palisade Avenue,X2018-08-01,44815.0,Intersection,,212550256720000000,208.0
Astoria Boulevard,Q2011-03-09,50823.0,Intersection,,407990428790000000,403.0
Cooper Avenue,Q2018-05-41,30485.0,Intersection,,415440439690000000,405.0
Providence Street,S2016-02-14,8451.0,Intersection,,528400544020000000,
13 Street,K2011-06-03,14835.0,Intersection,,305280306430000000,306.0
Noel Road,Q2013-14-71,33436.0,Intersection,,419740457530000000,414.0
Goethals Avenue,Q2004-08-17,68015.0,Intersection,,435780447090000000,408.0
Bend,M2005-07-8,24347.0,Intersection,,129690113113 00000,
Cross Bay Boulevard,Q2019-10-01,31152.0,Intersection,,424050440890000000,410.0
Virginia Street,Q2012-14-34,38212.0,Intersection,,435780466640000000,414.0
182 Street,Q2016-08-41,58658.0,Intersection,,413990425090000000,408.0
Central Pk-Near 5 Avenue,M2007-02-08,23539.0,Intersection,,110410114195000000,108.0
Woodruff Avenue,K2012-14-03,18178.0,Intersection,,380830394430000000,314.0
Prospect Expressway,K2018-07-07,91257.0,Intersection,,306180372500000000,307.0
Prospect Expressway Entrance Nb,K2009-07-12,17966.0,Intersection,,372430372550000000,
Eastern Parkway,K2018-05-10,80858.0,Intersection,,323230338430000000,316.0
East 13 Street,M2017-03-01,20905.0,Intersection,,110110117250000000,103.0
Reservoir Avenue,X2019-08-03,48758.0,Intersection,,212550260820000000,208.0
Linden Boulevard,Q2007-13-35,40300.0,Intersection,,427092453890000000,413.0
Central Pk-Near 5 Avenue,M2006-08-3,22714.0,Intersection,,110410114195000000,108.0
Cypress Avenue,Q2008-05-26,72810.0,Intersection,,331230441290 00000,
Willow Avenue,X2002-01-13,43124.0,Intersection,,225680278250000000,201.0
Lafayette Avenue,X2014-10-04,79571.0,Intersection,,241720245120000000,210.0
Booth Street,Q2010-06-09,50020.0,Intersection,,413690436390000000,406.0
Fresh Meadow Lane,Q2019-11-17,58523.0,Intersection,,436400446090000000,411.0
22 Street,K2017-07-10,80335.0,Intersection,,305430307380000000,307.0
New York Avenue,B202217011,18445.0,Intersection,,355330364830000000,317.0
81 Street,Q2004-05-4,32176.0,Intersection,,416190416740000000,405.0
Grand Central Parkway,Q2009-08-08,55248.0,Intersection,,424240447390000000,408.0
Hillside Avenue,M2021-12-04,107023.0,Intersection,,113113122990000000,112.0
Eastern Parkway,K2011-08-04,89162.0,Intersection,,323330338430000000,308.0
Ocean Parkway,K2009-12-04,17945.0,Intersection,,326230367730000000,312.0
Jackie Robinson Parkway,Q2013-06-21,88061.0,Intersection,,416790450680000000,406.0
Westervelt Avenue,X2016-11-44,53977.0,Intersection,,208320276970000000,211.0
Sacket Avenue,X202211009,52782.0,Intersection,,215520262820000000,211.0
35 Street,Q2007-01-11,46985.0,Intersection,,406440408640000000,401.0
Parsons Boulevard,Q2019-07-32,55646.0,Intersection,,429290458590000000,407.0
Astoria Boulevard South,Q2010-01-20,41867.0,Intersection,,408740428794000000,
Cruger Avenue,X2016-11-37,64536.0,Intersection,,212550222920000000,212.0
Sackett Street,K2007-06-04,14950.0,Intersection,,332600374630000000,306.0
East 135 Street,X2011-01-04,43042.0,Intersection,,215920225710000000,201.0
102 Street,Q2017-06-07,67076.0,Intersection,,413790419540000000,406.0
Hylan Boulevard,S2014-02-05,7133.0,Intersection,,518510534100000000,503.0
Warwick Street,K2016-05-15,29524.0,Intersection,,342730389630000000,305.0
Haring Street,K2009-15-11,24886.0,Intersection,,339350347230000000,315.0
209 Street,Q2006-11-14,59615.0,Intersection,,408590426240000000,411.0
East 86 Street,M2020-08-17,23707.0,Intersection,,110010118710000000,108.0
Forley Street,Q2005-03-2,46753.0,Intersection,,417340445690000000,403.0
70 Street,Q2009-05-01,45466.0,Intersection,,411140414840000000,405.0
Kings Highway,K2015-15-15,90231.0,Intersection,,318950354050000000,314.0
Richmond Road,S2016-02-06,67878.0,Intersection,,518510544900000000,503.0
Pearl Street,M2019-01-02,15221.0,Intersection,,113113128490000000,101.0
Longstreet Avenue,X202310019,57233.0,Intersection,,218970246720000000,210.0
East 85 Street,K2008-18-13,28585.0,Intersection,,326235337610000000,
Rockaway Boulevard,Q2010-10-08,33716.0,Intersection,,419940460810000000,410.0
Watson Avenue,X202509001,48410.0,Intersection,Ready for Milling,272820273420000000,209.0
135 Avenue,Q2008-10-04,34138.0,Intersection,,421940422190000000,410.0
Soundview Avenue,X2011-09-11,52133.0,Intersection,,212550265120000000,209.0
84 Street,Q2013-05-42,45970.0,Intersection,,412040417140000000,405.0
Colonial Court,S2011-01-20,8675.0,Intersection,,520450523990000000,501.0
East 10 Street,M2016-02-07,20642.0,Intersection,,110410117190000000,102.0
West 122 Street,M2002-10-2,78079.0,Intersection,,110610136210000000,110.0
Williams Avenue,K2004-05-17,89252.0,Intersection,,356230392930000000,305.0
Body Of Water,S2018-03-46,107361.0,Intersection,,518510547823000000,502.0
Bay 26 Street,B202211020,12844.0,Intersection,,310880316630000000,311.0
Coney Island Avenue,B202315025,16722.0,Intersection,,314580328830000000,315.0
164 Street,Q2005-08-24,82120.0,Intersection,,415390424240000000,408.0
South 1 Street,B202201008,19711.0,Intersection,,358730378130000000,301.0
Astoria Boulevard,Q2009-03-12,46865.0,Intersection,,418740428790000000,403.0
34 Avenue,Q2021-01-02,41418.0,Intersection,,405640408440000000,401.0
West 116 Street,M2010-10-01,78180.0,Intersection,,110610136090000000,110.0
West 153 Street,M2019-09-09,24349.0,Intersection,,113610136830000000,109.0
Prince Street,M2017-02-09,20593.0,Intersection,,126790129290000000,102.0
Washington Street,M2014-01-01,15182.0,Intersection,,114080133390000000,101.0
Oregon Road,S2016-02-56,8441.0,Intersection,,540604541879000000,
Parkville Avenue,K2009-12-10,17390.0,Intersection,,367730369730000000,314.0
Winston Street,S2007-03-31,2945.0,Intersection,,519410556144000000,503.0
Ocean Parkway,K2016-12-26,87838.0,Intersection,,314280367730000000,312.0
Voorhies Avenue,K2007-15-11,24824.0,Intersection,,336080388830000000,315.0
East 73 Street,K2016-18-02,25816.0,Intersection,,314080337484000000,318.0
201 Street,Q2017-07-28,60165.0,Intersection,,406160425940000000,407.0
Sedgwick Avenue,X2010-08-08,66765.0,Intersection,,212550263820000000,205.0
Belt Parkway,K2017-15-18,92643.0,Intersection,,328830377030000000,315.0
Woodhaven Boulevard,Q2005-09-7,87854.0,Intersection,,417440468090000000,409.0
Lexington Avenue,M2004-11-1,23665.0,Intersection,,118890124890000000,108.0
91 Avenue,Q2005-09-14,32402.0,Intersection,,418090418290000000,409.0
Franklin D Roosevelt Drive,M2002-03-24,21896.0,Intersection,,113113120490000000,103.0
Henry Hudson Parkway,X2017-08-10,44818.0,Intersection,,212550239220000000,208.0
Epsom Course,Q2013-08-42,59094.0,Intersection,,442955444060000000,408.0
Madison Avenue Bridge,M2013-11-04,9031851.0,Intersection,,122450197890000000,111.0
Francis Lewis Boulevard,Q2007-13-35,39394.0,Intersection,,427092445890000000,413.0
Sand Lane,S2002-02-27,65668.0,Intersection,,518510546100000000,502.0
Oceania Street,Q2011-11-31,59690.0,Intersection,,410190458090000000,411.0
194 Street,Q2007-12-07,39696.0,Intersection,,421190425600000000,412.0
St Johns Place,K2016-16-21,27053.0,Intersection,,338430380330000000,316.0
Sheridan Avenue,K2005-05-5,31318.0,Intersection,,363120376630000000,
Throop Avenue,K2014-03-04,27317.0,Intersection,,347630385330000000,303.0
Pedestrian Overpass,Q2016-11-43,45550.0,Intersection,,450290458713000000,404.0
Linden Boulevard,K2012-05-07,89281.0,Intersection,,312030356230000000,305.0
Woodside Avenue,Q2010-02-11,46352.0,Intersection,,414190468290000000,402.0
Morris Avenue,X2016-01-21,44298.0,Intersection,,212550252120000000,201.0
Jewett Avenue,S2004-01-4,6648.0,Intersection,,518510534850000000,501.0
Doran Avenue,Q2013-05-59,32233.0,Intersection,,417990442610000000,405.0
Ocean Parkway,K2010-12-03,87526.0,Intersection,,314180367730000000,312.0
Seaview Avenue,K2020-18-28,85228.0,Intersection,,337630375970000000,318.0
Cortlandt Street,M2019-01-19,15257.0,Intersection,,113610116140000000,101.0
65 Street,K2018-07-16,12122.0,Intersection,,305280309830000000,310.0
Rutgers Street,M2019-03-02,15921.0,Intersection,,115010129990000000,103.0
Riverside Drive,M2018-09-04,24338.0,Intersection,,113113129690000000,107.0
Long Island Expressway,Q2017-07-50,107309.0,Intersection,,439595450290000000,408.0
Mcdonald Avenue,K2016-07-09,14282.0,Intersection,,346130359430000000,307.0
Body Of Water,S2016-03-07,107530.0,Intersection,,518510547823000000,502.0
East 174 Street,X2013-04-13,9053118.0,Intersection,,212550226880000000,204.0
Willoughby Avenue,K2019-04-15,27755.0,Intersection,,354100393230000000,304.0
Malcolm X Boulevard,K2013-03-03,27543.0,Intersection,,354110373190000000,303.0
Plaza Street,K2015-08-20,18687.0,Intersection,,340930371030000000,355.0
East 49 Street,K2017-18-05,25634.0,Intersection,,314080336980000000,318.0
Major Deegan Exit Sb,X2013-04-19,42797.0,Intersection,,226250297580000000,
Zerega Avenue,X2008-09-11,52284.0,Intersection,,254430279050000000,209.0
Broadway,M2015-07-04,78399.0,Intersection,,113113113610000000,101.0
West Kingsbridge Road,X2014-07-16,48603.0,Intersection,,263820276550 00000,
Brighton Avenue,S2015-01-98,9580.0,Intersection,,518510519850000000,501.0
97 Street,Q2008-03-14,46929.0,Intersection,,408440419040000000,403.0
70 Street,K2019-11-07,13428.0,Intersection,,306580310030000000,311.0
East 3 Street,K2009-12-09,17308.0,Intersection,,314030334930000000,312.0
Lafayette Street,M2004-01-1,20489.0,Intersection,,114010124390000000,101.0
Madison Avenue,M2004-05-1,20854.0,Intersection,,117470125390000000,105.0
West 236 Street,X2015-08-41,44911.0,Intersection,,239220275080000000,208.0
202 Street,Q2020-11-23,59641.0,Intersection,,411640425960000000,411.0
Bend,X2014-10-15,107090.0,Intersection,,215920212550 00000,
Father Capodanno Boulevard,S202402009,7714.0,Intersection,Ready for Milling,532730546850000000,595.0
44 Street,B202407017,13997.0,Intersection,,305780308780000000,307.0
Bend,M2014-07-09,9040489.0,Intersection,,129690113113 00000,
Cruger Avenue,X202411016,52537.0,Intersection,Ready for Milling,214420222920000000,211.0
West 89 Street,M2013-07-03,23350.0,Intersection,,111710135550000000,107.0
Winchester Boulevard,Q2013-13-60,92476.0,Intersection,,427104467890000000,413.0
Harlem River Drive,M2007-10-05,78537.0,Intersection,,113113122450000000,111.0
Soundview Avenue,X2014-09-06,52133.0,Intersection,,212550265120000000,209.0
East 26 Street,M2005-04-4,21376.0,Intersection,,110410117510000000,105.0
Body Of Water,Q2019-84-01,33486.0,Intersection,,440890462250000000,410.0
223 Street,Q2010-12-14,39146.0,Intersection,,422190426990000000,413.0
Bend,S2008-03-01,5001.0,Intersection,,515650518510000000,503.0
Union Avenue,K2012-01-09,19838.0,Intersection,,341330386430000000,
East 14 Street,K2018-14-10,17497.0,Intersection,,314130335430000000,314.0
222 Street,Q2010-12-14,39142.0,Intersection,,422190426940000000,413.0
East Drive,M2007-64-02,23619.0,Intersection,,113113198020000000,164.0
Kings Highway,K2014-15-45,90786.0,Intersection,,314380354050000000,314.0
Jamaica Avenue,Q2014-12-16,64717.0,Intersection,,422640451090000000,412.0
Dorothea Place,S2014-03-35,5304.0,Intersection,,518895526340000000,
Riverside Drive,M2003-07-1,99897.0,Intersection,,113113129690000000,107.0
Cross Bronx Expressway,X2015-09-20,52821.0,Intersection,,218520222240000000,209.0
Hart Street,K2007-04-01,27554.0,Intersection,,323930347630000000,304.0
68 Street,Q2017-05-22,45519.0,Intersection,,412710414440000000,405.0
West 41 Street,M2017-05-05,21408.0,Intersection,,113610134590000000,105.0
West 95 Street,M2002-07-1,23465.0,Intersection,,114510135670000000,164.0
Zerega Avenue,X2016-10-44,52851.0,Intersection,,266320279050000000,210.0
West 151 Street,M2016-09-03,43309.0,Intersection,,131290136790000000,109.0
58 Street,Q2014-02-15,46165.0,Intersection,,409140412190000000,402.0
City Limit,Q2002-13-17,82416.0,Intersection,,427050439024000000,
69 Street,Q2002-05-1,45449.0,Intersection,,411740414690000000,405.0
199 Street,Q2007-12-11,39097.0,Intersection,,421420425870000000,412.0
Somerset Street,Q2008-08-05,58840.0,Intersection,,450310462780000000,408.0
Franklin D Roosevelt Drive,M2012-03-11,84276.0,Intersection,,113113120490000000,103.0
East 100 Street,M2005-11-1,41984.0,Intersection,,110010118970000000,111.0
I 678,Q2010-10-11,34195.0,Intersection,,453890466290000000,410.0
Kings Highway,B202218040,89792.0,Intersection,,336880354050000000,318.0
159 Street,Q2015-07-65,56654.0,Intersection,,407690423940000000,407.0
33 Road,Q2016-01-15,41433.0,Intersection,,405790408340000000,401.0
Columbia Street,K2017-06-18,14358.0,Intersection,,315935328430000000,306.0
Ocean Terrace,S2014-02-51,8869.0,Intersection,,539240541320000000,502.0
3 Avenue,X2008-01-02,63771.0,Intersection,,212550268020000000,201.0
Bruckner Boulevard,X2014-10-14,53153.0,Intersection,,212550215920000000,202.0
Hillside Avenue,Q2017-09-08,34698.0,Intersection,,421890449690000000,409.0
141 Street,Q2011-08-21,34847.0,Intersection,,416940422740000000,408.0
Richmond Terrace,S2018-01-54,9298.0,Intersection,,518510545050000000,501.0
Rockaway Avenue,K2008-16-04,27211.0,Intersection,,318950373470000000,316.0
Prospect Park West,K2009-06-08,18524.0,Intersection,,306230372630000000,355.0
Jackie Robinson Parkway,K2019-05-01,102063.0,Intersection,,349830352060000000,305.0
Astoria Boulevard,Q2002-03-2,83178.0,Intersection,,420090428790000000,403.0
53 Street,K2008-12-01,13713.0,Intersection,,306880309230000000,312.0
East Tremont Avenue,X2008-05-07,57324.0,Intersection,,212550229620000000,205.0
202 Street,Q2018-11-42,60197.0,Intersection,,407540425960000000,411.0
Saratoga Avenue,K2012-16-04,27104.0,Intersection,,370930375130000000,316.0
86 Road,Q2013-09-41,32195.0,Intersection,,415790417490000000,409.0
Bk Qn Expressway Exit Sb,K2004-01-17,19703.0,Intersection,,378330397115000000,
Ridgedale Street,Q2012-12-01,82247.0,Intersection,,455590460615000000,412.0
Reservoir Avenue,X2007-08-03,67042.0,Intersection,,212550260820000000,208.0
Pearson Street,S202202059,3269.0,Intersection,,539228543177000000,502.0
Belt Parkway,K2015-15-02,24874.0,Intersection,,367030377030000000,315.0
Underhill Avenue,X2004-09-3,52052.0,Intersection,,255020270320000000,209.0
West 259 Street,X2004-08-8,49432.0,Intersection,,212550275230000000,208.0
Pedestrian Overpass,K2017-06-29,71571.0,Intersection,,349630370165000000,306.0
Malta Street,K2019-05-19,80842.0,Intersection,,356230358230000000,305.0
Hicksville Road,Q2007-14-22,38197.0,Intersection,,429887449430000000,414.0
Fingerboard Road,S2002-02-4,10028.0,Intersection,,518510528400000000,502.0
Richmond Road,S2015-02-22,5321.0,Intersection,,518510544900000000,503.0
Rockaway Freeway,Q2002-14-10,103579.0,Intersection,,433720460820000000,414.0
86 Street,Q2002-03-16,46763.0,Intersection,,408790417540000000,403.0
Intervale Avenue,X202203016,66888.0,Intersection,,226730242020000000,203.0
West 11 Street,M2019-02-01,20153.0,Intersection,,111115133990000000,102.0
Union Avenue,K2013-01-17,22179.0,Intersection,,366730386430000000,301.0
Murdock Avenue,Q2008-13-38,40080.0,Intersection,,426390456350000000,413.0
Grand Concourse,X2007-04-13,89351.0,Intersection,,226760236420000000,204.0
Kermit Place,K2018-07-22,17964.0,Intersection,,335130354020000000,307.0
Bend,S2012-03-22,2260.0,Intersection,,515650518510000000,503.0
West 128 Street,M2015-09-07,24170.0,Intersection,,115910136330000000,109.0
Union Street,Q2011-07-09,56159.0,Intersection,,407690465490000000,407.0
C P West 96 Approach,M2011-07-06,23503.0,Intersection,,135710197170000000,
Flatbush Avenue,K2008-14-03,18287.0,Intersection,,326430340930000000,314.0
